ttl	tlt	-9.854621135459517
kor	kr	-7.1076643208234325
ced	cd	-10.006311639891923
vc	vb	-7.717518147446459
ced	ce	-10.080419612045645
io	imo	-9.804108238882868
dr	der	-9.274671795930294
nm	hnm	-9.808304239683851
ttl	tll	-8.627833653367409
kne	ne	-9.239759865232283
poe	peo	-5.220838334134731
osa	sa	-6.068290297707477
fte	ste	-10.85443751088267
roo	row	-11.678044344998884
roo	rot	-10.378761360868623
roo	rou	-10.656393097466903
ito	tio	-6.624561288504551
oue	ou	-5.240990871356319
dr	ddr	-8.931065936320868
uri	ori	-9.015068173609162
io	ino	-11.636033749836258
hly	hle	-8.234896591240794
io	ioe	-13.667466072329733
rsv	rsp	-6.979991370389612
hly	hli	-8.70490022048653
io	ioc	-13.800997464954255
fo	f	-6.628262216177537
io	ioa	-12.379611784023094
una	uya	-10.121285412497015
io	iob	-11.484227736968254
kor	ko	-8.339808002116065
gl	fgl	-11.30126528026601
kor	kro	-7.1076643208234325
nay	ney	-8.557999185808491
age	vge	-12.561611444300341
fo	o	-10.14894896670779
dth	dht	-5.25702177504995
een	ene	-7.358126202391659
io	iko	-10.489412241981787
een	enn	-6.873802519371176
un	jun	-14.40033745023217
roo	rro	-6.880418936502033
ced	ed	-7.469219236933352
osw	ow	-5.940922849899744
ab	cab	-13.334188487571982
vy	vv	-9.01817260522408
pap	ap	-9.498431289410892
r	br	-11.257886396367969
kne	ke	-7.018667806489421
ta	lta	-11.559234805522122
vy	vr	-7.543770976593923
kne	kn	-8.974056699499277
vy	ve	-5.326665028703875
jea	jel	-6.767299369631847
erd	era	-10.994306589589343
vy	va	-9.323554254775264
erd	erb	-10.793635894127192
io	ilo	-13.800997464954255
den	gen	-9.9201725800664
dr	dbr	-10.744050692164205
vy	vo	-9.129398240334305
nfa	nfi	-8.084322627617473
erd	erg	-11.112089625245726
vy	vi	-7.226413135996026
elp	alp	-8.70323918684875
nfa	nfe	-8.084322627617473
rie	oie	-10.881060644620518
osa	os	-6.774509559834775
jea	jen	-8.196318675418079
jea	jeo	-9.56686467956983
r	ar	-10.141308343901969
tu	td	-11.365202874496553
tu	te	-8.987852130929815
ing	dng	-11.77273427514984
tu	tf	-13.298040941984514
ce	fce	-14.072956164445637
ul	sl	-12.838963275731619
dr	dar	-9.66207772250006
arn	ran	-6.452363921660112
kly	cly	-8.495979769417039
tu	ta	-8.80431031773063
tu	tb	-9.933884832002708
tu	tc	-10.293258832910604
uer	uor	-7.378279605974602
r	dr	-11.55364663535246
nl	nrl	-12.408734415338822
rsv	rvs	-5.640217024904615
bok	box	-6.13691679070632
gge	ge	-4.48631566740794
kor	kom	-7.843371115802174
owi	oi	-6.601292825792847
rs	nrs	-14.184501151993647
kla	la	-5.671320130557827
ran	han	-11.6693278934219
ani	eni	-9.185525672494258
io	iro	-13.10785028439431
ul	rl	-10.744483856687243
cag	iag	-7.562283917988262
r	cr	-11.774226739992471
tu	tv	-12.805564456886719
tu	tx	-9.322616425205872
owi	ow	-8.82976994663317
tu	tz	-12.923347492543103
ayr	aya	-5.779714179623215
tu	tm	-13.616494673103048
tu	to	-10.150758770303321
tu	tp	-11.537053131423212
tu	tr	-7.945752052525047
kla	kl	-7.633424965533122
ma	dma	-11.772794409012537
tu	ts	-11.405476773634494
ul	ue	-11.217477024781344
ul	uf	-13.502257493141883
ul	uc	-10.74075945759626
io	iou	-9.676169886007079
ul	ud	-7.299483852366694
io	iov	-12.568853783661623
ul	ui	-10.297599917275962
io	ios	-10.640962140108988
